# $r で改行。" は入力できない、理由はスペースに意味のある文字列があるので
# わかりやすくするため。
# excel で編集すると " が消えてしまう為 excel で編集しないこと。

# クライアントデータのコードページ番号
CLIENT_DATA_CODE_PAGE,"932"
GAME_SMSG_CSWAR_DRAW,"引き分けです"

# 攻防戦
GAME_SMSG_DEFWAR_RESULT,"防衛戦の結果"
GAME_SMSG_DEFWAR_RESULTSTR,"この防衛戦における$rあなたの結果です。"
GAME_SMSG_OFFWAR_RESULT,"攻略戦の結果"
GAME_SMSG_OFFWAR_RESULTSTR,"この攻略戦における$rあなたの結果です。"
GAME_SMSG_OADWAR_RECOVER,"奪還成功！！"
GAME_SMSG_OADWAR_RECOVERSTR,"貴殿の働きにより$r奪還作戦は成功した！$r$r心より感謝する！！"

# ペット成長
GAME_SMSG_PET_GROW0,"ペットの HP が %d 増えました"
GAME_SMSG_PET_GROW1,"(未対応)ペットの SP が %d 増えました"
GAME_SMSG_PET_GROW2,"(未対応)ペットの MP が %d 増えました"
GAME_SMSG_PET_GROW3,"(未対応)ペットの 移動力 が %d 増えました"
GAME_SMSG_PET_GROW4,"ペットの 攻撃力(叩き) が %d 増えました"
GAME_SMSG_PET_GROW5,"ペットの 攻撃力(斬り) が %d 増えました"
GAME_SMSG_PET_GROW6,"ペットの 攻撃力(突き) が %d 増えました"
GAME_SMSG_PET_GROW7,"ペットの 魔法攻撃力 が %d 増えました"
GAME_SMSG_PET_GROW8,"ペットの 防御力 が %d 増えました"
GAME_SMSG_PET_GROW9,"ペットの 魔法防御力 が %d 増えました"
GAME_SMSG_PET_GROW10,"ペットの 近距離命中力 が %d 増えました"
GAME_SMSG_PET_GROW11,"ペットの 遠距離命中力 が %d 増えました"
GAME_SMSG_PET_GROW12,"ペットの 魔法命中力 が %d 増えました"
GAME_SMSG_PET_GROW13,"ペットの 近距離回避 が %d 増えました"
GAME_SMSG_PET_GROW14,"ペットの 遠距離回避 が %d 増えました"
GAME_SMSG_PET_GROW15,"ペットの 魔法抵抗値 が %d 増えました"
GAME_SMSG_PET_GROW16,"ペットの クリティカル値 が %d 増えました"
GAME_SMSG_PET_GROW17,"ペットの クリティカル回避 が %d 増えました"
GAME_SMSG_PET_GROW18,"ペットの 回復力 が %d 増えました"
GAME_SMSG_PET_GROW19,"ペットの 魔法回復力 が %d 増えました"
GAME_SMSG_PET_GROW20,"ペットの スタミナ回復力 が %d 増えました"
GAME_SMSG_PET_GROW21,"ペットの 攻撃速度 が %d 増えました"
GAME_SMSG_PET_GROW22,"ペットの 詠唱速度 が %d 増えました"
GAME_SMSG_PET_GROW23,"(未対応)ペットの 無属性値 が %d 増えました"
GAME_SMSG_PET_GROW24,"(未対応)ペットの 火属性値 が %d 増えました"
GAME_SMSG_PET_GROW25,"(未対応)ペットの 水属性値 が %d 増えました"
GAME_SMSG_PET_GROW26,"(未対応)ペットの 風属性値 が %d 増えました"
GAME_SMSG_PET_GROW27,"(未対応)ペットの 地属性値 が %d 増えました"
GAME_SMSG_PET_GROW28,"(未対応)ペットの 光属性値 が %d 増えました"
GAME_SMSG_PET_GROW29,"(未対応)ペットの 闇属性値 が %d 増えました"
GAME_SMSG_PET_GROW30,"(未対応)ペットの 毒耐性値 が %d 増えました"
GAME_SMSG_PET_GROW31,"(未対応)ペットの 石化耐性値 が %d 増えました"
GAME_SMSG_PET_GROW32,"(未対応)ペットの 麻痺耐性値 が %d 増えました"
GAME_SMSG_PET_GROW33,"(未対応)ペットの 睡眠耐性値 が %d 増えました"
GAME_SMSG_PET_GROW34,"(未対応)ペットの 沈黙耐性値 が %d 増えました"
GAME_SMSG_PET_GROW35,"(未対応)ペットの 鈍足耐性値 が %d 増えました"
GAME_SMSG_PET_GROW36,"(未対応)ペットの 混乱耐性値 が %d 増えました"
GAME_SMSG_PET_GROW37,"(未対応)ペットの 凍結耐性値 が %d 増えました"
GAME_SMSG_PET_GROW38,"(未対応)ペットの 気絶耐性値 が %d 増えました"

# システムメッセージ(チャットルーム)
GAME_SMSG_CHATROOM_REG_RESULT0,"チャットルーム作成成功"
GAME_SMSG_CHATROOM_REG_RESULT1,"ネットワークに接続されてません"
GAME_SMSG_CHATROOM_REG_RESULT2,"チャットルーム作成失敗"
GAME_SMSG_CHATROOM_REG_RESULT3,"すでにチャットルームに入っています"
GAME_SMSG_CHATROOM_REG_RESULT4,"チャットルーム数が最大まで達しています"
GAME_SMSG_CHATROOM_REG_RESULT5,"このマップではチャットルームを作成できません" 
GAME_SMSG_CHATROOM_ENTER_RESULT0,"入室しました"
GAME_SMSG_CHATROOM_ENTER_RESULT1,"ネットワークに接続されてません"
GAME_SMSG_CHATROOM_ENTER_RESULT2,"なんらかの原因で入室できませんでした"
GAME_SMSG_CHATROOM_ENTER_RESULT3,"パスワードが違います"
GAME_SMSG_CHATROOM_ENTER_RESULT4,"定員数に達しています"
GAME_SMSG_CHATROOM_ENTER_RESULT5,"選択したチャットルームが存在しませんでした"
GAME_SMSG_CHATROOM_ENTER_RESULT6,"チャットルームの管理権限がありません"
GAME_SMSG_CHATROOM_ENTER_RESULT7,"すでにチャットルームに入っています"
GAME_SMSG_CHATROOM_ENTER_RESULT8,"このマップではチャットルームに入室できません"
GAME_SMSG_CHATROOM_LEAVE_RESULT0,"退室しました"
GAME_SMSG_CHATROOM_LEAVE_RESULT1,"ネットワークに接続されてません"
GAME_SMSG_CHATROOM_LEAVE_RESULT2,"何らかの原因で退室できませんでした"
GAME_SMSG_CHATROOM_LEAVE_RESULT3,"チャットルームに入室していません"
GAME_SMSG_CHATROOM_LEAVE_RESULT4,"選択したチャットルームが存在しませんでした"

# システムメッセージ(ミニゲームチャットルーム)
GAME_SMSG_MINIGAME_CHATROOM_REG_RESULT0,"ミニゲームチャットルーム作成成功"
GAME_SMSG_MINIGAME_CHATROOM_REG_RESULT1,"ネットワークに接続されてません"
GAME_SMSG_MINIGAME_CHATROOM_REG_RESULT2,"ミニゲームチャットルーム作成失敗"
GAME_SMSG_MINIGAME_CHATROOM_REG_RESULT3,"すでにミニゲームチャットルームに入っています"
GAME_SMSG_MINIGAME_CHATROOM_REG_RESULT4,"ミニゲームチャットルーム数が最大まで達しています"
GAME_SMSG_MINIGAME_CHATROOM_ENTER_RESULT0,"入室しました"
GAME_SMSG_MINIGAME_CHATROOM_ENTER_RESULT1,"ネットワークに接続されてません"
GAME_SMSG_MINIGAME_CHATROOM_ENTER_RESULT2,"なんらかの原因で入室できませんでした"
GAME_SMSG_MINIGAME_CHATROOM_ENTER_RESULT3,"パスワードが違います"
GAME_SMSG_MINIGAME_CHATROOM_ENTER_RESULT4,"定員数に達しています"
GAME_SMSG_MINIGAME_CHATROOM_ENTER_RESULT5,"選択したミニゲームチャットルームが存在しませんでした"
GAME_SMSG_MINIGAME_CHATROOM_ENTER_RESULT6,"ミニゲームチャットルームの管理権限がありません"
GAME_SMSG_MINIGAME_CHATROOM_ENTER_RESULT7,"すでにミニゲームチャットルームに入っています"
GAME_SMSG_MINIGAME_CHATROOM_LEAVE_RESULT1,"ネットワークに接続されてません"
GAME_SMSG_MINIGAME_CHATROOM_LEAVE_RESULT2,"何らかの原因で退室できませんでした"
GAME_SMSG_MINIGAME_CHATROOM_LEAVE_RESULT3,"ミニゲームチャットルームに入室していません"
GAME_SMSG_MINIGAME_CHATROOM_LEAVE_RESULT4,"選択したミニゲームチャットルームが存在しませんでした"
GAME_SMSG_MINIGAME_CHATROOM_LEAVE_CAUSE0,"退室しました"
GAME_SMSG_MINIGAME_CHATROOM_LEAVE_CAUSE1,"ECOタウンから出たため退室しました"

# システムメッセージ(ギフトシステム)
GAME_GIFTBOX_TITLE,"ギフト"
GAME_SMSG_GIFT_SYSTEM_RESULT0,"ギフトが正常に送られました"
GAME_SMSG_GIFT_SYSTEM_RESULT1,"送り先のギフトスロットに空きがありません"
GAME_SMSG_GIFT_SYSTEM_RESULT2,"仮想マネーが足りていません"
GAME_SMSG_GIFT_SYSTEM_RESULT3,"送り先のキャラクターが存在しません"
GAME_SMSG_GIFT_SYSTEM_RESULT4,"その他"
GAME_SMSG_GIFT_SYSTEM_RESULT5,"ギフトでは送れないアイテムが含まれています"
GAME_SMSG_GIFT_SYSTEM_RESULT6,""
GAME_SMSG_GIFT_SYSTEM_RESULT7,""
GAME_SMSG_GIFT_SYSTEM_RESULT8,""
GAME_SMSG_GIFT_SYSTEM_RESULT9,""
GAME_SMSG_GIFT_SYSTEM_MESSAGE0,"アイテムを送信しました"
GAME_SMSG_GIFT_SYSTEM_MESSAGE1,"アイテムの送信に失敗しました$r送り先のギフトスロットに空がありません"
GAME_SMSG_GIFT_SYSTEM_MESSAGE2,"アイテムの送信に失敗しました$rShopPointが不足しています"
GAME_SMSG_GIFT_SYSTEM_MESSAGE3,"アイテムの送信に失敗しました$r送り先のキャラクターが存在しません"
GAME_SMSG_GIFT_SYSTEM_MESSAGE4,"アイテムの送信に失敗しました"
GAME_SMSG_GIFT_SYSTEM_MESSAGE5,"アイテムの送信に失敗しました$rＬＶ制限が付いているアイテムはギフトで送信することはできません"

GAME_SMSG_GIFT_SYSTEM_R_RESULT,"アイテムの入手に失敗しました"
GAME_SMSG_GIFT_SYSTEM_R_RESULT1,"ギフトの操作が出来ない状態です"

GAME_GIFT_SYSTEM_NONAME,"送りたい相手を指定してください"
GAME_GIFT_SYSTEM_NOFRIEND,"送れる相手がいません"

GAME_GIFT_STR_TOO_LONG,"文字列が長すぎます"
GAME_GIFT_STR_CL_SAVE,"メッセージをクライアントに保存する"
GAME_GIFT_MSG_DELETE0,"このギフトアイテムとメッセージを削除してもよろしいですか？"
GAME_GIFT_MSG_DELETE1,"このギフトの履歴を削除します。よろしいですか？"

GAME_GIFT_SERVER_FILE_NAME_1,"gift_1"
GAME_GIFT_SERVER_FILE_NAME_2,"gift_2"
GAME_GIFT_SERVER_FILE_NAME_3,"gift_3"
GAME_GIFT_SERVER_FILE_NAME_4,"gift_4"
GAME_GIFT_SERVER_FILE_NAME_0,"gift_0"

GAME_ELEMENT_WND_TITLE,"属性値"
GAME_ELEMENT_WND_WEAPON,"攻撃"
GAME_ELEMENT_WND_SHIELD,"防御"
GAME_ELEMENT_WND_HELPTOOL,"ヘルプを開く"

GAME_CARD_HOLDER_TITLE,"カードホルダー"

GAME_CARDHOLDER_NO,"No"
GAME_CARDHOLDER_NAME,"カード名"
GAME_CARDHOLDER_STOCK,"枚数"
GAME_CARDHOLDER_STYLE,"装備位置"
GAME_CARDHOLDER_RARITY,"レアリティ"

GAME_CARDHOLDER_CREATE_ERR,"カードホルダーの作成に失敗しました"

GAME_CARDHOLDER_SET_OK, "%sをカードホルダーに収納しました"
GAME_CARDHOLDER_SET_ERR,"%sを%d枚収納できませんでした"
GAME_CARDHOLDER_ERR_IN,"カードホルダーに収納できませんでした"

GAME_CARDHOLDER_GET_OK, "カードが正常に取り出されました"
GAME_CARDHOLDER_GET_ERR,"カード取り出しに失敗しました"

GAME_CARDHOLDER_CARD_SETPOS_1,"武"
GAME_CARDHOLDER_CARD_SETPOS_2,"服"
GAME_CARDHOLDER_CARD_SETPOS_3,"武／服"
GAME_CARDHOLDER_CARD_SETPOS_4,"胸"
GAME_CARDHOLDER_CARD_SETPOS_5,"武／胸"
GAME_CARDHOLDER_CARD_SETPOS_6,"服／胸"
GAME_CARDHOLDER_CARD_SETPOS_7,"武／服／胸"


GAME_CARD_INFO_TITLE,"カード情報"
GAME_CARD_INFO_STATIC_0,"カード種別"
GAME_CARD_INFO_STATIC_1,"レアリティ"
GAME_CARD_INFO_STATIC_2,"セット位置"

GAME_CARDINFO_CARD_KIND_0,"アクティブ"
GAME_CARDINFO_CARD_KIND_1,"サポート"

GAME_CARDINFO_CARD_RARITY_1,"コモン"
GAME_CARDINFO_CARD_RARITY_2,"アンコモン"
GAME_CARDINFO_CARD_RARITY_3,"レア"
GAME_CARDINFO_CARD_RARITY_4,"スーパーレア"
GAME_CARDINFO_CARD_RARITY_5,"スペシャル"

GAME_CARDINFO_CARD_SETPOS_1,"武器"
GAME_CARDINFO_CARD_SETPOS_2,"服"
GAME_CARDINFO_CARD_SETPOS_3,"武器／服"
GAME_CARDINFO_CARD_SETPOS_4,"胸"
GAME_CARDINFO_CARD_SETPOS_5,"武器／胸"
GAME_CARDINFO_CARD_SETPOS_6,"服／胸"
GAME_CARDINFO_CARD_SETPOS_7,"武器／服／胸"

GAME_CARDINFO_CARD_ELEMENT,"属性値補正"
GAME_CARDINFO_CARD_ABLITY,"アビリティベクトル"
GAME_CARDINFO_CARD_ILLUSTRATOR,"イラストレーター"
GAME_CARDINFO_CARD_LIMITED,"限定条件"

GAME_CARD_TIP_0,"アイテムの基本的な情報を表示します"
GAME_CARD_TIP_1,"アイテムのカードとしての効果を表示します"
GAME_CARD_TIP_2,"カード自体の詳細な説明を表示します"
GAME_CARD_TIP_3,"カードの能力的な情報を表示します"

GAME_CARDINFO_ABLITY_STATIC_0,"アビリティ"
GAME_CARDINFO_ABLITY_STATIC_1,"ＬＶ"

GAME_CARDINFO_ABLITY_STATIC2_0,"リリースアビリティ"
GAME_CARDINFO_ABLITY_STATIC2_1,"効果値"

# DEMカスタマイズウィンドウ　コストリミット増加ウィンドウ
GAME_DEMCOST_TITLE, "コストリミット増加"
GAME_DEMCOST_PARAM_0, "最大ＨＰ"
GAME_DEMCOST_PARAM_1, "最大ＭＰ"
GAME_DEMCOST_PARAM_2, "最大ＳＰ"
GAME_DEMCOST_PARAM_3, "最大ＰＡＹＬ"
GAME_DEMCOST_PARAM_4, "最大ＣＡＰＡ"
GAME_DEMCOST_PARAM_5, "ＳＴＲ"
GAME_DEMCOST_PARAM_6, "ＤＥＸ"
GAME_DEMCOST_PARAM_7, "ＩＮＴ"
GAME_DEMCOST_PARAM_8, "ＶＩＴ"
GAME_DEMCOST_PARAM_9, "ＡＧＩ"
GAME_DEMCOST_PARAM_10, "ＭＡＧ"
GAME_DEMCOST_PARAM_11, "ＡＴＫ"
GAME_DEMCOST_PARAM_12, "Ｍ.ＡＴＫ"
GAME_DEMCOST_PARAM_13, "Ｓ.ＨＩＴ"
GAME_DEMCOST_PARAM_14, "Ｌ.ＨＩＴ"
GAME_DEMCOST_PARAM_15, "ＤＥＦ"
GAME_DEMCOST_PARAM_16, "Ｍ.ＤＥＦ"
GAME_DEMCOST_PARAM_17, "Ｓ.ＡＶＯＩＤ"
GAME_DEMCOST_PARAM_18, "Ｌ.ＡＶＯＩＤ"
GAME_DEMCOST_PARAM_19, "Ａ.ＳＰＤ"
GAME_DEMCOST_PARAM_20, "Ｃ.ＳＰＤ"
GAME_DEMCOST_ERROR_0, "EPチャージに失敗しました。"
GAME_DEMCOST_ERROR_1, "EPが不足していて、チャージ出来ません。"
GAME_DEMCOST_ERROR_2, "コストリミットが最大の為、EPを消費できません。"
GAME_DEMCOST_ERROR_3, "これ以上、Lvを上げる事が出来ません。"


# DEMカスタマイズウィンドウ　フォーム選択ウィンドウ
GAME_DEMFORM_TITLE, "フォーム選択"
GAME_DEMFORM_STATIC_0, "物理攻撃力(叩)"
GAME_DEMFORM_STATIC_1, "物理攻撃力(斬)"
GAME_DEMFORM_STATIC_2, "物理攻撃力(突)"
GAME_DEMFORM_STATIC_3, "魔法攻撃力"
GAME_DEMFORM_STATIC_4, "物理防御力"
GAME_DEMFORM_STATIC_5, "魔法防御力"
GAME_DEMFORM_STATIC_6, "クリティカル力"
GAME_DEMFORM_STATIC_7, "クリティカル回避"
GAME_DEMFORM_STATIC_8, "回復力"
GAME_DEMFORM_STATIC_9, "魔法回復力"
GAME_DEMFORM_STATIC_10, "近距離命中力"
GAME_DEMFORM_STATIC_11, "遠距離命中力"
GAME_DEMFORM_STATIC_12, "魔法命中力"
GAME_DEMFORM_STATIC_13, "近距離回避力"
GAME_DEMFORM_STATIC_14, "遠距離回避力"
GAME_DEMFORM_STATIC_15, "魔法回避力"
GAME_DEMFORM_STATIC_16, "重量上昇"
GAME_DEMFORM_STATIC_17, "容量上昇"
GAME_DEMFORM_STATIC_18, "移動力上昇"
GAME_DEMFORM_STATIC_19, "ＨＰ上昇"
GAME_DEMFORM_STATIC_20, "ＭＰ上昇"
GAME_DEMFORM_STATIC_21, "ＳＰ上昇"
GAME_DEMFORM_STATIC_22, "ＳＴＲ上昇"
GAME_DEMFORM_STATIC_23, "ＤＥＸ上昇"
GAME_DEMFORM_STATIC_24, "ＩＮＴ上昇"
GAME_DEMFORM_STATIC_25, "ＶＩＴ上昇"
GAME_DEMFORM_STATIC_26, "ＡＧＩ上昇"
GAME_DEMFORM_STATIC_27, "ＭＡＧ上昇"
GAME_DEMFORM_ERROR1, "フォームチェンジに失敗しました。"
GAME_DEMFORM_ERROR2, "再度フォームチェンジを行うには少し時間を置いてください。"


#リリースアビリティ
GAME_RELEASE_ABILITY_HP_MAX_UP,	"HP最大値＋上昇"
GAME_RELEASE_ABILITY_HP_PER_UP,	"HP最大値％上昇"
GAME_RELEASE_ABILITY_MP_MAX_UP,	"MP最大値＋上昇"
GAME_RELEASE_ABILITY_MP_PER_UP,	"MP最大値％上昇"
GAME_RELEASE_ABILITY_SP_MAX_UP,	"SP最大値＋上昇"
GAME_RELEASE_ABILITY_SP_PER_UP,	"SP最大値％上昇"
GAME_RELEASE_ABILITY_HP_REC_UP,	"HP回復力％上昇"
GAME_RELEASE_ABILITY_MP_REC_UP,	"MP回復力％上昇"
GAME_RELEASE_ABILITY_SP_REC_UP,	"SP回復力％上昇"
GAME_RELEASE_ABILITY_SKILL_MP_PER_DOWN,	"スキル消費MP％軽減"
GAME_RELEASE_ABILITY_SKILL_SP_PER_DOWN,	"スキル消費SP％軽減"
GAME_RELEASE_ABILITY_STR_UP,	"STR＋上昇"
GAME_RELEASE_ABILITY_DEX_UP,	"DEX＋上昇"
GAME_RELEASE_ABILITY_INT_UP,	"INT＋上昇"
GAME_RELEASE_ABILITY_VIT_UP,	"VIT＋上昇"
GAME_RELEASE_ABILITY_AGI_UP,	"AGI＋上昇"
GAME_RELEASE_ABILITY_MAG_UP,	"MAG＋上昇"
GAME_RELEASE_ABILITY_ATK_FIX_UP,	"ATK値＋上昇"
GAME_RELEASE_ABILITY_ATK_PER_UP,	"ATK％上昇"
GAME_RELEASE_ABILITY_MATK_FIX_UP,	"M.ATK値＋上昇"
GAME_RELEASE_ABILITY_MATK_PER_UP,	"M.ATK％上昇"
GAME_RELEASE_ABILITY_SHIT_FIX_UP,	"S.HIT値＋上昇"
GAME_RELEASE_ABILITY_SHIT_PER_UP,	"S.HIT値％上昇"
GAME_RELEASE_ABILITY_LHIT_FIX_UP,	"L.HIT値＋上昇"
GAME_RELEASE_ABILITY_LHIT_PER_UP,	"L.HIT値％上昇"
GAME_RELEASE_ABILITY_SAVOID_FIX_UP,	"S.AVOID＋上昇"
GAME_RELEASE_ABILITY_SAVOID_PER_UP,	"S.AVOID％上昇"
GAME_RELEASE_ABILITY_LAVOID_FIX_UP,	"L.AVOID＋上昇"
GAME_RELEASE_ABILITY_LAVOID_PER_UP,	"L.AVOID％上昇"
GAME_RELEASE_ABILITY_DEF_UP,	"DEF＋上昇"
GAME_RELEASE_ABILITY_DEF_PER_UP,	"DEF％上昇"
GAME_RELEASE_ABILITY_MDEF_FIX_UP,	"M.DEF＋上昇"
GAME_RELEASE_ABILITY_MDEF_PER_UP,	"M.DEF％上昇"
GAME_RELEASE_ABILITY_WEAPON_FIX_UP,	"武器攻撃力＋上昇"
GAME_RELEASE_ABILITY_WEAPON_PER_UP,	"武器攻撃力％上昇"
GAME_RELEASE_ABILITY_EQUIP_DEF_FIX_UP,	"防具防御力＋上昇"
GAME_RELEASE_ABILITY_EQUIP_DEF_UP,	"防具防御力％上昇"
GAME_RELEASE_ABILITY_HIT_UP,	"命中成功率上昇"
GAME_RELEASE_ABILITY_AVOID_UP,	"回避成功率上昇"
GAME_RELEASE_ABILITY_BDAMAGE_DOWN,	"被物理ダメージ％減少"
GAME_RELEASE_ABILITY_MDAMAGE_DOWN,	"被魔法ダメージ％減少"
GAME_RELEASE_ABILITY_ELMDMG_PER_DWON,	"被属性攻撃ダメージ％減少"
GAME_RELEASE_ABILITY_PT_DAMUP,	"PT参加中攻撃ダメージ％上昇"
GAME_RELEASE_ABILITY_PT_DAMDOWN,	"PT参加中被攻撃ダメージ％減少"
GAME_RELEASE_ABILITY_HELL_DAMUP,	"奈落で攻撃ダメージ％上昇"
GAME_RELEASE_ABILITY_HELL_DAMDOWN,	"奈落で被攻撃ダメージ％減少"
GAME_RELEASE_ABILITY_CRITICAL_UP,	"クリティカル％上昇"
GAME_RELEASE_ABILITY_CRIAVOID_UP,	"クリティカル回避％上昇"
GAME_RELEASE_ABILITY_GUARD_UP,	"ガード率％上昇"
GAME_RELEASE_ABILITY_PAYLOAD_FIX_UP,	"最大重量＋上昇"
GAME_RELEASE_ABILITY_PAYLOAD_UP,	"最大重量％上昇"
GAME_RELEASE_ABILITY_CAPACITY_FIX_UP,	"最大容量＋上昇"
GAME_RELEASE_ABILITY_CAPACITY_UP,	"最大容量％上昇"
GAME_RELEASE_ABILITY_DEAD_REVIVE,	"死亡時自動復活％"
GAME_RELEASE_ABILITY_LV_DIFF_DOWN,	"Lv差命中減少％軽減"
GAME_RELEASE_ABILITY_REGI_POISON_UP,	"毒耐性力上昇"
GAME_RELEASE_ABILITY_REGI_STONE_UP,	"石化耐性力上昇"
GAME_RELEASE_ABILITY_REGI_SLEEP_UP,	"睡眠耐性力上昇"
GAME_RELEASE_ABILITY_REGI_SILENCE_UP,	"沈黙耐性力上昇"
GAME_RELEASE_ABILITY_REGI_SLOW_UP,	"鈍足化耐性力上昇"
GAME_RELEASE_ABILITY_REGI_CONFUSION_UP,	"混乱耐性力上昇"
GAME_RELEASE_ABILITY_REGI_ICE_UP,	"氷化耐性力上昇"
GAME_RELEASE_ABILITY_REGI_STUN_UP,	"気絶耐性力上昇"
GAME_RELEASE_ABILITY_CAN_BTPDOWN_PER,	"能力低下無効化率上昇"
GAME_RELEASE_ABILITY_P_CSPD_PER_DOWN,	"物理スキル詠唱速度減少"
GAME_RELEASE_ABILITY_P_CSPD_PER_UP,	"物理スキル詠唱速度上昇"
GAME_RELEASE_ABILITY_M_CSPD_PER_DOWN,	"魔法スキル詠唱速度減少"
GAME_RELEASE_ABILITY_M_CSPD_PER_UP,	"魔法スキル詠唱速度上昇"
GAME_RELEASE_ABILITY_LV_DIFF_UP,	"Lv差回避％上昇"
GAME_RELEASE_ABILITY_PART_R_STPARAM0,	"パートナー近接攻撃＋上昇"
GAME_RELEASE_ABILITY_PART_R_STPARAM1,	"パートナー魔法攻撃＋上昇"
GAME_RELEASE_ABILITY_PART_R_STPARAM2,	"パートナー耐久力＋上昇"
GAME_RELEASE_ABILITY_PART_R_STPARAM3,	"パートナー精神力＋上昇"
GAME_RELEASE_ABILITY_PART_R_STPARAM4,	"パートナー攻撃精度＋上昇"
GAME_RELEASE_ABILITY_PART_R_STPARAM5,	"パートナーフットワーク＋上昇"
GAME_RELEASE_ABILITY_PART_R_HPHEAL_UP,	"パートナーHP回復率％上昇"
GAME_RELEASE_ABILITY_PART_R_HPMAX_FIX_UP,	"パートナーHP最大値＋上昇"
GAME_RELEASE_ABILITY_PART_R_HPMAX_UP,	"パートナーHP最大値％上昇"
GAME_RELEASE_ABILITY_PART_MPHEAL_FIX_UP,	"パートナーMP回復率＋上昇"
GAME_RELEASE_ABILITY_PART_MPMAX_FIX_UP,	"パートナー最大MP＋上昇"
GAME_RELEASE_ABILITY_PART_MPMAX_UP,	"パートナー最大MP％上昇"
GAME_RELEASE_ABILITY_PART_SPHEAL_FIX_UP,	"パートナーSP回復率＋上昇"
GAME_RELEASE_ABILITY_PART_SPMAX_FIX_UP,	"パートナー最大SP＋上昇"
GAME_RELEASE_ABILITY_PART_SPMAX_UP,	"パートナー最大SP％上昇"
GAME_RELEASE_ABILITY_PART_ATK_FIX_UP,	"パートナーATK＋上昇"
GAME_RELEASE_ABILITY_PART_ATK_PER_UP,	"パートナーATK％上昇"
GAME_RELEASE_ABILITY_PART_MATK_FIX_UP,	"パートナーM.ATK＋上昇"
GAME_RELEASE_ABILITY_PART_MATK_PER_UP,	"パートナーM.ATK％上昇"
GAME_RELEASE_ABILITY_PART_SHIT_FIX_UP,	"パートナーS.HIT＋上昇"
GAME_RELEASE_ABILITY_PART_SHIT_PER_UP,	"パートナーS.HIT％上昇"
GAME_RELEASE_ABILITY_PART_LHIT_FIX_UP,	"パートナーL.HIT＋上昇"
GAME_RELEASE_ABILITY_PART_LHIT_PER_UP,	"パートナーL.HIT％上昇"
GAME_RELEASE_ABILITY_PART_SAVOID_FIX_UP,	"パートナーS.AVOID＋上昇"
GAME_RELEASE_ABILITY_PART_SAVOID_PER_UP,	"パートナーS.AVOID％上昇"
GAME_RELEASE_ABILITY_PART_LAVOID_FIX_UP,	"パートナーL.AVOID＋上昇"
GAME_RELEASE_ABILITY_PART_LAVOID_PER_UP,	"パートナーL.AVOID％上昇"
GAME_RELEASE_ABILITY_PART_DEF_MINUS_FIX_UP,	"パートナーDEF(-)＋上昇"
GAME_RELEASE_ABILITY_PART_DEF_PER_FIX_UP,	"パートナーDEF(％)＋上昇"
GAME_RELEASE_ABILITY_PART_MDEF_MINUS_FIX_UP,	"パートナーM.DEF(-)＋上昇"
GAME_RELEASE_ABILITY_PART_MDEF_PER_FIX_UP,	"パートナーM.DEF(％)＋上昇"
GAME_RELEASE_ABILITY_PART_MOVESPEED_UP,	"装備パートナー移動速度＋上昇"
GAME_RELEASE_ABILITY_PART_R_ATKELEM_NONE,	"パートナー攻撃無属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_ATKELEM_FIRE,	"パートナー攻撃火属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_ATKELEM_WATER,	"パートナー攻撃水属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_ATKELEM_WIND,	"パートナー攻撃風属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_ATKELEM_EARTH,	"パートナー攻撃土属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_ATKELEM_LIGHT,	"パートナー攻撃光属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_ATKELEM_DARK,	"パートナー攻撃闇属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_DEFELEM_NONE,	"パートナー防御無属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_DEFELEM_FIRE,	"パートナー防御火属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_DEFELEM_WATER,	"パートナー防御水属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_DEFELEM_WIND,	"パートナー防御風属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_DEFELEM_EARTH,	"パートナー防御土属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_DEFELEM_LIGHT,	"パートナー防御光属性＋上昇"
GAME_RELEASE_ABILITY_PART_R_DEFELEM_DARK,	"パートナー防御闇属性＋上昇"
GAME_RELEASE_ABILITY_PART_EXP_UP,	"パートナー用獲得経験値上昇"
GAME_RELEASE_ABILITY_PART_RELIANCE_UP,	"獲得パートナー信頼度上昇"
GAME_RELEASE_ABILITY_PART_RELIANCE_HUMAN,	"人間系獲得U.P信頼度上昇"
GAME_RELEASE_ABILITY_PART_RELIANCE_BIRD,	"鳥系獲得U.P信頼度上昇"
GAME_RELEASE_ABILITY_PART_RELIANCE_ANIMAL,	"動物系獲得U.P信頼度上昇"
GAME_RELEASE_ABILITY_PART_RELIANCE_INSECT,	"昆虫系獲得U.P信頼度上昇"
GAME_RELEASE_ABILITY_PART_RELIANCE_MAGIC_CREATURE,	"魔法生物系獲得U.P信頼度上昇"
